"","Name","Year","Sex","Age","Height","Weight","Team","NOC","Event"
"1378","Robert Lee ""Bob"" Hayes",1964,"M",21,183,86,"United States","USA","Athletics Men's 100 metres"
"1379","Robert Lee ""Bob"" Hayes",1964,"M",21,183,86,"United States","USA","Athletics Men's 4 x 100 metres Relay"
"1380","Joanna Dove Hayes",2004,"F",27,167,58,"United States","USA","Athletics Women's 100 metres Hurdles"
"1381","John Joseph ""Johnny"" Hayes",1908,"M",22,162,55,"United States","USA","Athletics Men's Marathon"
"1382","Akeem Haynes",2016,"M",24,170,73,"Canada","CAN","Athletics Men's 4 x 100 metres Relay"
"1383","Alfred Hearn Healey",1906,"M",26,NA,NA,"Great Britain","GBR","Athletics Men's 110 metres Hurdles"
"1384","Lacey Earnest Hearn",1904,"M",23,NA,NA,"United States","USA","Athletics Men's 1,500 metres"
"1385","Lacey Earnest Hearn",1904,"M",23,NA,NA,"Chicago Athletic Association","USA","Athletics Men's 4 mile, Team"
"1386","Susan Christina ""Sue"" Hearnshaw (-Telfer)",1984,"F",23,178,67,"Great Britain","GBR","Athletics Women's Long Jump"
"1387","Benjamin Basil Heatley",1964,"M",30,173,66,"Great Britain","GBR","Athletics Men's Marathon"
"1388","Benjamin Van Doren ""Ben"" Hedges, Jr.",1928,"M",20,185,66,"United States","USA","Athletics Men's High Jump"
"1389","Lars Eugen Hedwall",1920,"M",23,176,67,"Sweden","SWE","Athletics Men's Cross-Country, Team"
"1390","Charles Augustus Hefferon",1908,"M",30,NA,NA,"South Africa","RSA","Athletics Men's Marathon"
"1391","Anthony ""Anton"" Hegarty",1920,"M",27,NA,NA,"Great Britain","GBR","Athletics Men's Cross-Country, Team"
"1392","Betty Heidler",2012,"F",28,175,85,"Germany","GER","Athletics Women's Hammer Throw"
"1393","Vin Selim Heikkil (-Rauvola)",1912,"M",24,173,68,"Finland","FIN","Athletics Men's Cross-Country, Team"
"1394","Karl Hein",1936,"M",28,179,103,"Germany","GER","Athletics Men's Hammer Throw"
"1395","Judith ""Jutta"" Heine",1960,"F",19,182,71,"Germany","GER","Athletics Women's 200 metres"
"1396","Judith ""Jutta"" Heine",1960,"F",19,182,71,"Germany","GER","Athletics Women's 4 x 100 metres Relay"
"1397","Christina Heinich (-Schiffner)",1972,"F",23,176,66,"East Germany","GDR","Athletics Women's 4 x 100 metres Relay"
"1398","Ignace Heinrich",1948,"M",22,195,93,"France","FRA","Athletics Men's Decathlon"
"1399","Zuzana Hejnov",2012,"F",25,173,63,"Czech Republic","CZE","Athletics Women's 400 metres Hurdles"
"1400","Alan Boone Helffrich",1924,"M",23,178,70,"United States","USA","Athletics Men's 4 x 400 metres Relay"
"1401","Tia Hellebaut (Van Haver-)",2008,"F",30,182,62,"Belgium","BEL","Athletics Women's High Jump"
"1402","Edvin Erik Hellgren",1912,"M",23,164,55,"Sweden","SWE","Athletics Men's Cross-Country, Team"
"1403","Martina Helga Hellmann (Opitz-)",1988,"F",27,178,85,"East Germany","GDR","Athletics Women's Discus Throw"
"1404","Voitto Valdemar Hellstn",1956,"M",24,160,72,"Finland","FIN","Athletics Men's 400 metres"
"1405","Kristian Hellstrm",1906,"M",25,180,77,"Sweden","SWE","Athletics Men's 1,500 metres"
"1406","Margitta Helmbold-Gummel",1968,"F",27,177,90,"East Germany","GDR","Athletics Women's Shot Put"
"1407","Margitta Helmbold-Gummel",1972,"F",31,177,90,"East Germany","GDR","Athletics Women's Shot Put"
"1408","Ingeborg ""Inge"" Helten",1976,"F",18,171,58,"West Germany","FRG","Athletics Women's 100 metres"
"1409","Ingeborg ""Inge"" Helten",1976,"F",18,171,58,"West Germany","FRG","Athletics Women's 4 x 100 metres Relay"
"1410","David Peter ""Dave"" Hemery",1968,"M",24,187,72,"Great Britain","GBR","Athletics Men's 400 metres Hurdles"
"1411","David Peter ""Dave"" Hemery",1972,"M",28,187,72,"Great Britain","GBR","Athletics Men's 400 metres Hurdles"
"1412","David Peter ""Dave"" Hemery",1972,"M",28,187,72,"Great Britain","GBR","Athletics Men's 4 x 400 metres Relay"
"1413","Matthew E. ""Matt"" Hemingway",2004,"M",31,200,84,"United States","USA","Athletics Men's High Jump"
"1414","Deon Marie Hemmings",1996,"F",27,176,63,"Jamaica","JAM","Athletics Women's 400 metres Hurdles"
"1415","Deon Marie Hemmings",2000,"F",31,176,63,"Jamaica","JAM","Athletics Women's 400 metres Hurdles"
"1416","Deon Marie Hemmings",2000,"F",31,176,63,"Jamaica","JAM","Athletics Women's 4 x 400 metres Relay"
"1417","Jeffrey ""Jeff"" Henderson",2016,"M",27,183,86,"United States","USA","Athletics Men's Long Jump"
"1418","Monique Marie Henderson",2004,"F",21,170,54,"United States","USA","Athletics Women's 4 x 400 metres Relay"
"1419","Monique Marie Henderson",2008,"F",25,170,54,"United States","USA","Athletics Women's 4 x 400 metres Relay"
"1420","Brunhilde Hendrix (-Ramsauer)",1960,"F",22,168,62,"Germany","GER","Athletics Women's 4 x 100 metres Relay"
"1421","Friedrich Walter ""Fritz"" Hendrix",1932,"M",21,170,63,"Germany","GER","Athletics Men's 4 x 100 metres Relay"
"1422","James P. ""Jimmy"" Henigan",1924,"M",32,168,54,"United States","USA","Athletics Men's Cross-Country, Team"
"1423","Ernest John Henley",1912,"M",23,NA,NA,"Great Britain","GBR","Athletics Men's 4 x 400 metres Relay"
"1424","Monique Hennagan",2000,"F",24,173,57,"United States","USA","Athletics Women's 4 x 400 metres Relay"
"1425","Monique Hennagan",2004,"F",28,173,57,"United States","USA","Athletics Women's 4 x 400 metres Relay"
"1426","Gerhard Hennige",1968,"M",28,189,81,"West Germany","FRG","Athletics Men's 400 metres Hurdles"
"1427","Gerhard Hennige",1968,"M",28,189,81,"West Germany","FRG","Athletics Men's 4 x 400 metres Relay"
"1428","Markus Antonius ""Mark"" Henrich",1988,"M",27,185,72,"West Germany","FRG","Athletics Men's 4 x 400 metres Relay"
"1429","Desiree Latifah N. Henry",2016,"F",20,171,64,"Great Britain","GBR","Athletics Women's 4 x 100 metres Relay"
"1430","Samantha Henry-Robinson",2012,"F",23,163,58,"Jamaica","JAM","Athletics Women's 4 x 100 metres Relay"
"1431","Llewellyn George Herbert",2000,"M",23,184,85,"South Africa","RSA","Athletics Men's 400 metres Hurdles"
"1432","No Hernndez Valentn",2000,"M",22,175,64,"Mexico","MEX","Athletics Men's 20 kilometres Walk"
"1433","Roberto Hernndez Prendes",1992,"M",25,179,74,"Cuba","CUB","Athletics Men's 4 x 400 metres Relay"
"1434","Jens-Peter Herold",1988,"M",23,176,64,"East Germany","GDR","Athletics Men's 1,500 metres"
"1435","Hctor Herrera Ortz",1992,"M",33,185,82,"Cuba","CUB","Athletics Men's 4 x 400 metres Relay"
"1436","Maurice Herriott",1964,"M",25,178,67,"Great Britain","GBR","Athletics Men's 3,000 metres Steeplechase"
"1437","Bernhard Erich ""Bernd"" Herrmann",1976,"M",24,191,80,"West Germany","FRG","Athletics Men's 4 x 400 metres Relay"
"1438","Gaston Heuet",1924,"M",31,160,49,"France","FRA","Athletics Men's Cross-Country, Team"
"1439","Frederick Newton Hibbins",1912,"M",22,NA,NA,"Great Britain","GBR","Athletics Men's Cross-Country, Team"
"1440","Thomas John ""Tom"" Hicks",1904,"M",28,168,60,"United States","USA","Athletics Men's Marathon"
"1441","Francis Peter Higgins",1956,"M",28,179,67,"Great Britain","GBR","Athletics Men's 4 x 400 metres Relay"
"1442","Klaus-Peter Hildenbrand",1976,"M",23,181,70,"West Germany","FRG","Athletics Men's 5,000 metres"
"1443","Albert George Hill",1920,"M",31,178,72,"Great Britain","GBR","Athletics Men's 800 metres"
"1444","Albert George Hill",1920,"M",31,178,72,"Great Britain","GBR","Athletics Men's 1,500 metres"
"1445","Albert George Hill",1920,"M",31,178,72,"Great Britain","GBR","Athletics Men's 3,000 metres, Team"
"1446","Clinton Rory Hill",2004,"M",24,186,77,"Australia","AUS","Athletics Men's 4 x 400 metres Relay"
"1447","Ralph Anthony Hill",1932,"M",23,180,66,"United States","USA","Athletics Men's 5,000 metres"
"1448","Thomas Lionel ""Tom"" Hill",1972,"M",22,186,75,"United States","USA","Athletics Men's 110 metres Hurdles"
"1449","Harry Livingston Hillman, Jr.",1904,"M",22,180,66,"United States","USA","Athletics Men's 400 metres"
"1450","Harry Livingston Hillman, Jr.",1904,"M",22,180,66,"United States","USA","Athletics Men's 200 metres Hurdles"
"1451","Harry Livingston Hillman, Jr.",1904,"M",22,180,66,"United States","USA","Athletics Men's 400 metres Hurdles"
"1452","Harry Livingston Hillman, Jr.",1908,"M",26,180,66,"United States","USA","Athletics Men's 400 metres Hurdles"
"1453","Ralph Gorman Hills",1924,"M",22,185,95,"United States","USA","Athletics Men's Shot Put"
"1454","Sterling Dale Hinds",1984,"M",22,180,82,"Canada","CAN","Athletics Men's 4 x 100 metres Relay"
"1455","James Ray ""Jim"" Hines",1968,"M",22,183,81,"United States","USA","Athletics Men's 100 metres"
"1456","James Ray ""Jim"" Hines",1968,"M",22,183,81,"United States","USA","Athletics Men's 4 x 100 metres Relay"
"1457","Jrgen Hingsen",1984,"M",26,200,102,"West Germany","FRG","Athletics Men's Decathlon"
"1458","Gabriele Hinzmann (Trepscheck-)",1976,"F",29,178,80,"East Germany","GDR","Athletics Women's Discus Throw"
"1459","Emil Hirschfeld",1928,"M",24,188,100,"Germany","GER","Athletics Men's Shot Put"
"1460","Jobst Hirscht",1972,"M",24,174,65,"West Germany","FRG","Athletics Men's 4 x 100 metres Relay"
"1461","Eileen May Hiscock (-Wilson)",1932,"F",22,167,63,"Great Britain","GBR","Athletics Women's 4 x 100 metres Relay"
"1462","Eileen May Hiscock (-Wilson)",1936,"F",26,167,63,"Great Britain","GBR","Athletics Women's 4 x 100 metres Relay"
"1463","Salah Hissou",1996,"M",24,176,62,"Morocco","MAR","Athletics Men's 10,000 metres"
"1464","Sophie Hitchon",2016,"F",25,170,75,"Great Britain","GBR","Athletics Women's Hammer Throw"
"1465","Kinue Hitomi",1928,"F",21,157,45,"Japan","JPN","Athletics Women's 800 metres"
"1466","Gunnar Mikael Hckert",1936,"M",26,178,68,"Finland","FIN","Athletics Men's 5,000 metres"
"1467","Percy Hodge",1920,"M",29,NA,NA,"Great Britain","GBR","Athletics Men's 3,000 metres Steeplechase"
"1468","Percy Hodge",1920,"M",29,NA,NA,"Great Britain","GBR","Athletics Men's 3,000 metres, Team"
"1469","Michael Reese Hoffa",2012,"M",34,182,147,"United States","USA","Athletics Men's Shot Put"
"1470","Arthur Ernst Hoffmann",1908,"M",20,175,64,"Germany","GER","Athletics Men's 1,600 metres Medley Relay"
"1471","Gunhild Hoffmeister",1972,"F",28,172,56,"East Germany","GDR","Athletics Women's 800 metres"
"1472","Gunhild Hoffmeister",1972,"F",28,172,56,"East Germany","GDR","Athletics Women's 1,500 metres"
"1473","Gunhild Hoffmeister",1976,"F",32,172,56,"East Germany","GDR","Athletics Women's 1,500 metres"
"1474","Fritz Hofmann",1896,"M",24,167,56,"Germany","GER","Athletics Men's 100 metres"
"1475","Franz-Peter Hofmeister",1976,"M",24,185,71,"West Germany","FRG","Athletics Men's 4 x 400 metres Relay"
"1476","Hector Dennis ""Hec"" Hogan",1956,"M",25,170,65,"Australia","AUS","Athletics Men's 100 metres"
"1477","William Peter ""Bill"" Hogenson",1904,"M",19,NA,NA,"United States","USA","Athletics Men's 60 metres"
"1478","William Peter ""Bill"" Hogenson",1904,"M",19,NA,NA,"United States","USA","Athletics Men's 100 metres"
"1479","William Peter ""Bill"" Hogenson",1904,"M",19,NA,NA,"United States","USA","Athletics Men's 200 metres"
"1480","Christoph Hhne",1968,"M",27,171,62,"East Germany","GDR","Athletics Men's 50 kilometres Walk"
"1481","Anna Ella Amalie ""Anni"" Holdmann (-Wierth)",1928,"F",28,160,50,"Germany","GER","Athletics Women's 4 x 100 metres Relay"
"1482","Willi Holdorf",1964,"M",24,182,90,"Germany","GER","Athletics Men's Decathlon"
"1483","William Joseph ""Bill"" Holland",1900,"M",26,NA,NA,"United States","USA","Athletics Men's 400 metres"
"1484","John Macfarlane Holland",1952,"M",25,191,81,"New Zealand","NZL","Athletics Men's 400 metres Hurdles"
"1485","Stefan Christian Holm",2004,"M",28,181,71,"Sweden","SWE","Athletics Men's High Jump"
"1486","Gustaf Richard Mikael ""Gsta"" Holmr",1912,"M",20,185,84,"Sweden","SWE","Athletics Men's Decathlon"
"1487","Kelly Holmes",2000,"F",30,163,55,"Great Britain","GBR","Athletics Women's 800 metres"
"1488","Kelly Holmes",2004,"F",34,163,55,"Great Britain","GBR","Athletics Women's 800 metres"
"1489","Kelly Holmes",2004,"F",34,163,55,"Great Britain","GBR","Athletics Women's 1,500 metres"
"1490","Olof Agne Laurentius Holmstrm",1920,"M",26,197,84,"Sweden","SWE","Athletics Men's 4 x 100 metres Relay"
"1491","Josef Christian Holsner",1920,"M",26,NA,NA,"Sweden","SWE","Athletics Men's 3,000 metres, Team"
"1492","Volodymyr Stepanovych Holubnychiy",1960,"M",24,178,77,"Soviet Union","URS","Athletics Men's 20 kilometres Walk"
"1493","Volodymyr Stepanovych Holubnychiy",1964,"M",28,178,77,"Soviet Union","URS","Athletics Men's 20 kilometres Walk"
"1494","Volodymyr Stepanovych Holubnychiy",1968,"M",32,178,77,"Soviet Union","URS","Athletics Men's 20 kilometres Walk"
"1495","Volodymyr Stepanovych Holubnychiy",1972,"M",36,178,77,"Soviet Union","URS","Athletics Men's 20 kilometres Walk"
"1496","Raphael Marcel Holzdeppe",2012,"M",22,183,78,"Germany","GER","Athletics Men's Pole Vault"
"1497","Ute Hommola",1980,"F",28,174,71,"East Germany","GDR","Athletics Women's Javelin Throw"
"1498","Gary Ronald Honey",1984,"M",25,183,70,"Australia","AUS","Athletics Men's Long Jump"
"1499","Steven Leslie ""Steve"" Hooker",2008,"M",26,187,82,"Australia","AUS","Athletics Men's Pole Vault"
"1500","Clarence Darrow Hooper",1952,"M",20,190,82,"United States","USA","Athletics Men's Shot Put"
"1501","Thelma Elizabeth Hopkins (-McClernon)",1956,"F",20,170,66,"Great Britain","GBR","Athletics Women's High Jump"
"1502","Denis Horgan",1908,"M",36,178,106,"Great Britain","GBR","Athletics Men's Shot Put"
"1503","George Leslie Horine",1912,"M",22,180,73,"United States","USA","Athletics Men's High Jump"
"1504","Gerhard ""Gerd"" Hornberger",1936,"M",26,179,75,"Germany","GER","Athletics Men's 4 x 100 metres Relay"
"1505","Marquis Franklin ""Bill"" Horr",1908,"M",27,183,93,"United States","USA","Athletics Men's Discus Throw"
"1506","Marquis Franklin ""Bill"" Horr",1908,"M",27,183,93,"United States","USA","Athletics Men's Discus Throw, Greek Style"
"1507","Hubert Houben",1928,"M",30,169,67,"Germany","GER","Athletics Men's 4 x 100 metres Relay"
"1508","Lemuel Clarence ""Bud"" Houser",1924,"M",22,185,85,"United States","USA","Athletics Men's Shot Put"
"1509","Lemuel Clarence ""Bud"" Houser",1924,"M",22,185,85,"United States","USA","Athletics Men's Discus Throw"
"1510","Lemuel Clarence ""Bud"" Houser",1928,"M",26,185,85,"United States","USA","Athletics Men's Discus Throw"
"1511","Olena Ivanivna Hovorova",2000,"F",26,175,63,"Ukraine","UKR","Athletics Women's Triple Jump"
"1512","Richard Wayne ""Dick"" Howard",1960,"M",25,185,78,"United States","USA","Athletics Men's 400 metres Hurdles"
"1513","Sherri Frances Howard",1984,"F",22,170,53,"United States","USA","Athletics Women's 4 x 400 metres Relay"
"1514","Sherri Frances Howard",1988,"F",26,170,53,"United States","USA","Athletics Women's 4 x 400 metres Relay"
"1515","Denean Elizabeth Howard-Hill",1984,"F",19,165,55,"United States","USA","Athletics Women's 4 x 400 metres Relay"
"1516","Denean Elizabeth Howard-Hill",1988,"F",23,165,55,"United States","USA","Athletics Women's 4 x 400 metres Relay"
"1517","Denean Elizabeth Howard-Hill",1992,"F",27,165,55,"United States","USA","Athletics Women's 4 x 400 metres Relay"
"1518","Charmaine L. Howell",2000,"F",25,168,59,"Jamaica","JAM","Athletics Women's 4 x 400 metres Relay"
"1519","William Welles ""Bill"" Hoyt",1896,"M",20,NA,NA,"United States","USA","Athletics Men's Pole Vault"
"1520","Joslyn Yvonne Hoyte-Smith",1980,"F",25,163,52,"Great Britain","GBR","Athletics Women's 4 x 400 metres Relay"
"1521","Huang Zhihong",1992,"F",27,174,100,"China","CHN","Athletics Women's Shot Put"
"1522","William DeHart Hubbard",1924,"M",20,170,66,"United States","USA","Athletics Men's Long Jump"
"1523","Johanna Hbner-Lttge (-Langer)",1960,"F",24,176,81,"Germany","GER","Athletics Women's Shot Put"
"1524","Miloslava Hbnerov-Rezkov",1968,"F",18,173,63,"Czechoslovakia","TCH","Athletics Women's High Jump"
"1525","Martha B. Hudson (-Pennyman)",1960,"F",21,152,53,"United States","USA","Athletics Women's 4 x 100 metres Relay"
"1526","Christopher Allen ""Chris"" Huffins",2000,"M",30,190,82,"United States","USA","Athletics Men's Decathlon"
"1527","Thomas Frederick Humphreys",1912,"M",21,NA,NA,"Great Britain","GBR","Athletics Men's Cross-Country, Team"
"1528","Heather Regina Hunte-Oakes",1980,"F",20,163,64,"Great Britain","GBR","Athletics Women's 4 x 100 metres Relay"
"1529","Heather Regina Hunte-Oakes",1984,"F",24,163,64,"Great Britain","GBR","Athletics Women's 4 x 100 metres Relay"
"1530","Johanna Luann ""Joni"" Huntley (-Rueter)",1984,"F",27,173,61,"United States","USA","Athletics Women's High Jump"
"1531","Muriel Hurtis-Houairi",2004,"F",25,180,68,"France","FRA","Athletics Women's 4 x 100 metres Relay"
"1532","Francis Valentine Joseph ""Frank"" Hussey",1924,"M",19,178,70,"United States","USA","Athletics Men's 4 x 100 metres Relay"
"1533","George William Hutson",1912,"M",22,NA,NA,"Great Britain","GBR","Athletics Men's 5,000 metres"
"1534","George William Hutson",1912,"M",22,NA,NA,"Great Britain","GBR","Athletics Men's 3,000 metres, Team"
"1535","Hwang Yeong-Jo",1992,"M",22,168,57,"South Korea","KOR","Athletics Men's Marathon"
"1536","Mark David Hylton",1996,"M",19,176,69,"Great Britain","GBR","Athletics Men's 4 x 400 metres Relay"
"1537","Dorothy Hyman",1960,"F",19,170,59,"Great Britain","GBR","Athletics Women's 100 metres"
"1538","Dorothy Hyman",1960,"F",19,170,59,"Great Britain","GBR","Athletics Women's 200 metres"
"1539","Dorothy Hyman",1964,"F",23,170,59,"Great Britain","GBR","Athletics Women's 4 x 100 metres Relay"
"1540","Nick E. Hysong",2000,"M",28,183,77,"United States","USA","Athletics Men's Pole Vault"
"1541","Toivo Armas Hyytiinen",1952,"M",26,181,83,"Finland","FIN","Athletics Men's Javelin Throw"
"1542","Caterine Ibargn Mena",2012,"F",28,185,70,"Colombia","COL","Athletics Women's Triple Jump"
"1543","Caterine Ibargn Mena",2016,"F",32,185,70,"Colombia","COL","Athletics Women's Triple Jump"
"1544","George Derek Ibbotson",1956,"M",24,175,68,"Great Britain","GBR","Athletics Men's 5,000 metres"
"1545","Faith Idehen",1992,"F",19,163,59,"Nigeria","NGR","Athletics Women's 4 x 100 metres Relay"
"1546","Ene Franca Idoko (-Isaac)",2008,"F",23,162,64,"Nigeria","NGR","Athletics Women's 4 x 100 metres Relay"
"1547","Phillips Olaosebikan Idowu",2008,"M",29,197,89,"Great Britain","GBR","Athletics Men's Triple Jump"
"1548","Ardalion Vasilyevich Ignatyev",1956,"M",25,173,68,"Soviet Union","URS","Athletics Men's 400 metres"
"1549","Lyudmila Ivanovna Ignatyeva-Samotyosova",1968,"F",28,162,53,"Soviet Union","URS","Athletics Women's 4 x 100 metres Relay"
"1550","Reda Abdalaati Iguider",2012,"M",25,173,57,"Morocco","MAR","Athletics Men's 1,500 metres"
"1551","Shota Iizuka",2016,"M",25,185,80,"Japan","JPN","Athletics Men's 4 x 100 metres Relay"
"1552","Chukwudi ""Chidi"" Imoh",1992,"M",28,188,77,"Nigeria","NGR","Athletics Men's 4 x 100 metres Relay"
"1553","Simeon Garland ""Sim"" Iness",1952,"M",22,198,118,"United States","USA","Athletics Men's Discus Throw"
"1554","Sheila Rena Ingram",1976,"F",19,161,51,"United States","USA","Athletics Women's 4 x 400 metres Relay"
"1555","Dana Ingrov-Ztopkov",1952,"F",29,165,66,"Czechoslovakia","TCH","Athletics Women's Javelin Throw"
"1556","Dana Ingrov-Ztopkov",1960,"F",37,165,66,"Czechoslovakia","TCH","Athletics Women's Javelin Throw"
"1557","Valeria ""Valy"" Ionescu (-Constantin)",1984,"F",23,172,64,"Romania","ROU","Athletics Women's Long Jump"
"1558","Francis Cleveland ""Frank"" Irons",1908,"M",22,167,59,"United States","USA","Athletics Men's Long Jump"
